ID,model,scale,AIC,AICw,rank
S16013_2016_win,forest,3090,931.8375204,0.0796,4
S16013_2016_win,forest,2850,932.1988528,0.0664,5
S16014_2016_win,forest,1110,1009.471019,0.2892,1
S16014_2016_win,forest,1050,1010.316369,0.1895,2
S16014_2016_win,forest,1290,1010.711259,0.1555,3
S16014_2016_win,forest,1170,1010.791452,0.1494,4
S16014_2016_win,forest,1230,1011.317875,0.1148,5
S16016_2016_win,forest,2730,1080.597718,0.3826,1
S16016_2016_win,forest,2790,1081.848394,0.2047,2
S16016_2016_win,forest,2850,1081.982459,0.1914,3
S16016_2016_win,forest,2670,1083.341345,0.097,4
S16016_2016_win,forest,2910,1083.79581,0.0773,5
S16016_2016_sum,forest,2250,1222.136963,0.3241,1
S16016_2016_sum,forest,2190,1222.831925,0.2289,2
S16016_2016_sum,forest,2310,1223.083942,0.2018,3
S16016_2016_sum,forest,2370,1224.788852,0.0861,4
S16016_2016_sum,forest,2130,1225.455008,0.0617,5
S16019_2016_win,forest,3630,1203.958021,0.1977,1
S16019_2016_win,forest,3570,1204.197946,0.1753,2
S16019_2016_win,forest,3690,1204.571666,0.1454,3
S16019_2016_win,forest,3510,1205.212634,0.1056,4
S16019_2016_win,forest,3750,1205.562362,0.0886,5
S16021_2016_win,forest,90,1145.424181,0.9997,1
S16021_2016_win,forest,30,1163.253342,1.00E-04,2
S16021_2016_win,forest,150,1163.473449,1.00E-04,3
S16021_2016_win,forest,210,1173.308543,0,4
S16021_2016_win,forest,270,1178.58943,0,5
S16023_2016_win,forest,90,1153.286893,0.5812,1
S16023_2016_win,forest,150,1156.634825,0.109,2
S16023_2016_win,forest,30,1157.188212,0.0826,3
S16023_2016_win,forest,210,1159.606535,0.0247,4
S16023_2016_win,forest,2490,1160.971159,0.0125,5
S16027_2016_win,forest,450,963.4487214,0.5417,1
S16027_2016_win,forest,390,965.3873583,0.2055,2
S16027_2016_win,forest,510,965.4357036,0.2006,3
S16027_2016_win,forest,330,969.413709,0.0274,4
S16027_2016_win,forest,570,969.831774,0.0223,5
S16027_2016_sum,forest,90,1054.171295,0.4709,1
S16027_2016_sum,forest,270,1054.711034,0.3595,2
S16027_2016_sum,forest,330,1057.226243,0.1022,3
S16027_2016_sum,forest,210,1059.306802,0.0361,4
S16027_2016_sum,forest,30,1061.092555,0.0148,5
S16027_2017_win,forest,3870,1091.030347,0.9117,1
S16027_2017_win,forest,3810,1095.737524,0.0866,2
S16027_2017_win,forest,2730,1105.01217,8.00E-04,3
S16027_2017_win,forest,2790,1106.142111,5.00E-04,4
S16027_2017_win,forest,2670,1108.25623,2.00E-04,5
S16027_2017_sum,forest,90,1508.021886,0.5094,1
S16027_2017_sum,forest,30,1508.141042,0.48,2
S16027_2017_sum,forest,150,1516.491702,0.0074,3
S16027_2017_sum,forest,210,1518.349809,0.0029,4
S16027_2017_sum,forest,270,1523.02556,3.00E-04,5
S16027_2018_sum,forest,1110,1142.772198,0.2692,1
S16027_2018_sum,forest,1050,1143.056345,0.2335,2
S16027_2018_sum,forest,1170,1143.356696,0.2009,3
S16027_2018_sum,forest,990,1144.855255,0.095,4
S16027_2018_sum,forest,1230,1145.290912,0.0764,5
S16028_2016_win,forest,1710,1060.855885,0.269,1
S16028_2016_win,forest,1650,1061.596309,0.1858,2
S16028_2016_win,forest,1770,1061.755527,0.1715,3
S16028_2016_win,forest,1590,1063.230759,0.082,4
S16028_2016_win,forest,1830,1063.369032,0.0766,5
S16028_2016_sum,forest,330,915.2935319,0.3552,1
S16028_2016_sum,forest,390,915.6760578,0.2934,2
S16028_2016_sum,forest,450,917.1442282,0.1408,3
S16028_2016_sum,forest,270,918.4363449,0.0738,4
S16028_2016_sum,forest,510,919.0513152,0.0543,5
S16029_2016_win,forest,510,1058.76146,0.4579,1
S16029_2016_win,forest,570,1060.229978,0.2197,2
S16029_2016_win,forest,450,1060.701421,0.1736,3
S16029_2016_win,forest,390,1063.500056,0.0428,4
S16029_2016_win,forest,2130,1064.773414,0.0227,5
S16029_2016_sum,forest,2790,958.285858,0.429,1
S16029_2016_sum,forest,2850,958.5862153,0.3692,2
S16029_2016_sum,forest,2730,961.2633222,0.0968,3
S16029_2016_sum,forest,2910,961.5270701,0.0849,4
S16029_2016_sum,forest,2670,965.9221609,0.0094,5
S16029_2017_win,forest,450,1482.01611,0.3413,1
S16029_2017_win,forest,510,1482.659856,0.2474,2
S16029_2017_win,forest,390,1483.366039,0.1738,3
S16029_2017_win,forest,570,1484.149379,0.1175,4
S16029_2017_win,forest,330,1485.912305,0.0486,5
S16029_2017_sum,forest,90,1085.60752,0.9762,1
S16029_2017_sum,forest,150,1093.038057,0.0238,2
S16029_2017_sum,forest,30,1112.168306,0,3
S16029_2017_sum,forest,210,1119.332283,0,4
S16029_2017_sum,forest,270,1144.296561,0,5
S16030_2016_win,forest,1410,1288.551562,0.8448,1
S16030_2016_win,forest,1470,1292.437992,0.121,2
S16030_2016_win,forest,1350,1295.106925,0.0319,3
S16030_2016_win,forest,1530,1300.431947,0.0022,4
S16030_2016_win,forest,1590,1308.154202,0,5
S16030_2016_sum,forest,1410,1327.04089,0.7222,1
S16030_2016_sum,forest,1470,1328.958876,0.2768,2
S16030_2016_sum,forest,1530,1340.498397,9.00E-04,3
S16030_2016_sum,forest,1350,1343.708296,2.00E-04,4
S16030_2016_sum,forest,1590,1355.305014,0,5
S16030_2017_win,forest,810,1455.469937,0.4951,1
S16030_2017_win,forest,870,1456.90216,0.2419,2
S16030_2017_win,forest,750,1457.324102,0.1959,3
S16030_2017_win,forest,690,1460.919162,0.0325,4
S16030_2017_win,forest,930,1461.147851,0.029,5
S16030_2017_sum,forest,570,1413.928737,0.5399,1
S16030_2017_sum,forest,630,1414.729547,0.3617,2
S16030_2017_sum,forest,690,1418.25283,0.0621,3
S16030_2017_sum,forest,750,1420.879177,0.0167,4
S16030_2017_sum,forest,510,1422.065898,0.0092,5
S16030_2018_sum,forest,510,1454.934377,0.3323,1
S16030_2018_sum,forest,570,1455.243942,0.2846,2
S16030_2018_sum,forest,450,1456.211218,0.1755,3
S16030_2018_sum,forest,630,1456.93508,0.1222,4
S16030_2018_sum,forest,390,1459.218646,0.039,5
S16033_2016_win,forest,750,1431.750231,0.5796,1
S16033_2016_win,forest,810,1432.693204,0.3617,2
S16033_2016_win,forest,690,1437.496027,0.0328,3
S16033_2016_win,forest,870,1437.995441,0.0255,4
S16033_2016_win,forest,630,1446.455089,4.00E-04,5
S16033_2016_sum,forest,630,1381.091409,0.8555,1
S16033_2016_sum,forest,570,1384.674265,0.1426,2
S16033_2016_sum,forest,690,1393.523451,0.0017,3
S16033_2016_sum,forest,510,1398.183402,2.00E-04,4
S16033_2016_sum,forest,450,1409.251883,0,5
S16034_2016_win,forest,2130,1494.843688,0.2075,1
S16034_2016_win,forest,30,1495.003398,0.1916,2
S16034_2016_win,forest,2070,1495.24162,0.1701,3
S16034_2016_win,forest,2190,1496.146066,0.1082,4
S16034_2016_win,forest,2010,1496.679808,0.0828,5
S16034_2016_sum,forest,990,1543.75246,0.535,1
S16034_2016_sum,forest,1050,1544.855436,0.3082,2
S16034_2016_sum,forest,930,1548.521832,0.0493,3
S16034_2016_sum,forest,150,1548.918391,0.0404,4
S16034_2016_sum,forest,210,1549.374685,0.0322,5
S16034_2017_win,forest,210,1268.00084,0.4022,1
S16034_2017_win,forest,150,1268.086579,0.3853,2
S16034_2017_win,forest,2430,1272.189097,0.0495,3
S16034_2017_win,forest,2370,1272.431627,0.0439,4
S16034_2017_win,forest,270,1272.673246,0.0389,5
S16034_2017_sum,forest,90,1503.487655,0.4124,1
S16034_2017_sum,forest,150,1505.214155,0.174,2
S16034_2017_sum,forest,210,1506.78721,0.0792,3
S16034_2017_sum,forest,270,1507.390003,0.0586,4
S16034_2017_sum,forest,330,1507.969023,0.0439,5
S16035_2016_win,forest,510,1483.578588,0.5575,1
S16035_2016_win,forest,570,1484.551195,0.3428,2
S16035_2016_win,forest,450,1487.727873,0.07,3
S16035_2016_win,forest,630,1489.505069,0.0288,4
S16035_2016_win,forest,390,1496.645851,8.00E-04,5
S16035_2016_sum,forest,630,1425.240588,0.6317,1
S16035_2016_sum,forest,690,1426.744673,0.2978,2
S16035_2016_sum,forest,750,1430.571795,0.0439,3
S16035_2016_sum,forest,570,1432.475577,0.017,4
S16035_2016_sum,forest,810,1433.97499,0.008,5
S16035_2017_win,forest,3330,1474.279769,0.3903,1
S16035_2017_win,forest,3390,1474.66213,0.3224,2
S16035_2017_win,forest,3270,1476.396325,0.1355,3
S16035_2017_win,forest,3450,1477.058333,0.0973,4
S16035_2017_win,forest,3210,1479.792531,0.0248,5
S16035_2017_sum,forest,690,1533.149406,0.501,1
S16035_2017_sum,forest,750,1534.437789,0.2631,2
S16035_2017_sum,forest,630,1535.614603,0.1461,3
S16035_2017_sum,forest,570,1538.293073,0.0383,4
S16035_2017_sum,forest,810,1538.562322,0.0335,5
S16035_2018_win,forest,3450,1490.083795,0.2062,1
S16035_2018_win,forest,3390,1490.187027,0.1958,2
S16035_2018_win,forest,3330,1490.349719,0.1805,3
S16035_2018_win,forest,3270,1491.114926,0.1231,4
S16035_2018_win,forest,3510,1491.12112,0.1227,5
S16035_2018_sum,forest,1890,1515.077048,0.5358,1
S16035_2018_sum,forest,1950,1516.672495,0.2413,2
S16035_2018_sum,forest,1830,1517.223948,0.1832,3
S16035_2018_sum,forest,2010,1521.321834,0.0236,4
S16035_2018_sum,forest,1770,1522.80443,0.0112,5
S16038_2016_win,forest,90,1522.368112,0.862,1
S16038_2016_win,forest,150,1526.182345,0.128,2
S16038_2016_win,forest,210,1531.412451,0.0094,3
S16038_2016_win,forest,270,1537.657442,4.00E-04,4
S16038_2016_win,forest,30,1539.14403,2.00E-04,5
S16038_2016_sum,forest,390,1449.529956,0.5924,1
S16038_2016_sum,forest,330,1451.319104,0.2421,2
S16038_2016_sum,forest,450,1452.088466,0.1648,3
S16038_2016_sum,forest,270,1463.401363,6.00E-04,4
S16038_2016_sum,forest,510,1466.851129,1.00E-04,5
S16038_2017_win,forest,1110,1138.317161,0.2085,1
S16038_2017_win,forest,1050,1138.791774,0.1645,2
S16038_2017_win,forest,1170,1139.059765,0.1438,3
S16038_2017_win,forest,990,1139.43745,0.1191,4
S16038_2017_win,forest,930,1140.77992,0.0609,5
S16041_2016_win,forest,1710,1556.338786,0.4238,1
S16041_2016_win,forest,1650,1556.580383,0.3756,2
S16041_2016_win,forest,1770,1559.300305,0.0964,3
S16041_2016_win,forest,1590,1559.762035,0.0765,4
S16041_2016_win,forest,1830,1562.837142,0.0164,5
S16041_2016_sum,forest,2490,1324.562073,0.5399,1
S16041_2016_sum,forest,2550,1324.986476,0.4366,2
S16041_2016_sum,forest,2610,1331.177504,0.0198,3
S16041_2016_sum,forest,2430,1334.510139,0.0037,4
S16041_2016_sum,forest,2670,1345.208521,0,5
S16043_2016_win,forest,2490,1192.624666,0.6573,1
S16043_2016_win,forest,2430,1193.957416,0.3376,2
S16043_2016_win,forest,2370,1203.503181,0.0029,3
S16043_2016_win,forest,2550,1204.030605,0.0022,4
S16043_2016_win,forest,2310,1214.471471,0,5
S16043_2016_sum,forest,2730,1496.365644,0.1356,1
S16043_2016_sum,forest,2670,1496.406829,0.1328,2
S16043_2016_sum,forest,2550,1496.762825,0.1112,3
S16043_2016_sum,forest,2610,1496.791755,0.1096,4
S16043_2016_sum,forest,2490,1497.212747,0.0888,5
S16043_2017_win,forest,2490,1471.065858,0.6201,1
S16043_2017_win,forest,2430,1472.842151,0.2551,2
S16043_2017_win,forest,2550,1474.521663,0.1102,3
S16043_2017_win,forest,2370,1479.028758,0.0116,4
S16043_2017_win,forest,2610,1482.182371,0.0024,5
S16045_2016_win,forest,750,1549.770611,0.2775,1
S16045_2016_win,forest,690,1550.240882,0.2193,2
S16045_2016_win,forest,810,1551.284975,0.1301,3
S16045_2016_win,forest,630,1552.093687,0.0869,4
S16045_2016_win,forest,870,1553.527639,0.0424,5
S16045_2016_sum,forest,2310,1455.386473,0.3462,1
S16045_2016_sum,forest,2370,1455.732677,0.2911,2
S16045_2016_sum,forest,2250,1456.912858,0.1614,3
S16045_2016_sum,forest,2430,1457.596381,0.1147,4
S16045_2016_sum,forest,2190,1459.767728,0.0387,5
S16045_2017_win,forest,330,1379.498009,0.9636,1
S16045_2017_win,forest,270,1386.377196,0.0309,2
S16045_2017_win,forest,210,1389.87408,0.0054,3
S16045_2017_win,forest,390,1397.484409,1.00E-04,4
S16045_2017_win,forest,450,1419.24811,0,5
S16045_2017_sum,forest,2550,564.6226416,0.3107,1
S16045_2017_sum,forest,2610,564.725653,0.2951,2
S16045_2017_sum,forest,2490,565.5841612,0.1921,3
S16045_2017_sum,forest,2670,566.1322312,0.146,4
S16045_2017_sum,forest,2430,569.4629669,0.0276,5
S16045_2018_win,forest,1890,1247.663626,0.6182,1
S16045_2018_win,forest,1950,1248.94768,0.3253,2
S16045_2018_win,forest,1830,1253.63506,0.0312,3
S16045_2018_win,forest,2010,1254.089208,0.0249,4
S16045_2018_win,forest,2070,1263.022599,3.00E-04,5
S16046_2016_win,forest,1710,1503.531826,0.1657,1
S16046_2016_win,forest,1770,1504.226443,0.1171,2
S16046_2016_win,forest,1650,1504.364741,0.1093,3
S16046_2016_win,forest,2070,1504.856615,0.0855,4
S16046_2016_win,forest,1830,1504.888079,0.0841,5
S16046_2016_sum,forest,1590,1314.567963,0.3493,1
S16046_2016_sum,forest,1530,1315.26656,0.2463,2
S16046_2016_sum,forest,1650,1315.734697,0.1949,3
S16046_2016_sum,forest,1470,1317.259159,0.091,4
S16046_2016_sum,forest,1710,1317.561257,0.0782,5
S16049_2016_win,forest,3330,1422.322052,0.3248,1
S16049_2016_win,forest,3270,1422.574846,0.2863,2
S16049_2016_win,forest,3390,1423.555068,0.1753,3
S16049_2016_win,forest,3210,1424.622342,0.1028,4
S16049_2016_win,forest,3450,1426.31223,0.0442,5
S16049_2016_sum,forest,1530,780.9687827,0.2419,1
S16049_2016_sum,forest,1590,781.1226654,0.224,2
S16049_2016_sum,forest,1470,781.7037481,0.1675,3
S16049_2016_sum,forest,1650,781.9095924,0.1511,4
S16049_2016_sum,forest,1710,783.323732,0.0745,5
S16049_2017_win,forest,3750,1404.469762,0.3518,1
S16049_2017_win,forest,3690,1405.263299,0.2366,2
S16049_2017_win,forest,3810,1405.855139,0.176,3
S16049_2017_win,forest,3630,1406.283627,0.142,4
S16049_2017_win,forest,3570,1408.499344,0.0469,5
S16050_2016_win,forest,1290,1463.245598,0.5065,1
S16050_2016_win,forest,1350,1464.256741,0.3055,2
S16050_2016_win,forest,1230,1466.435529,0.1028,3
S16050_2016_win,forest,1410,1468.989245,0.0287,4
S16050_2016_win,forest,1710,1470.485574,0.0136,5
S16050_2016_sum,forest,1170,1320.876935,0.4933,1
S16050_2016_sum,forest,1110,1322.195437,0.2552,2
S16050_2016_sum,forest,1230,1322.926018,0.1771,3
S16050_2016_sum,forest,1050,1326.262089,0.0334,4
S16050_2016_sum,forest,1290,1326.289765,0.0329,5
S16050_2017_win,forest,1590,1367.265914,0.2335,1
S16050_2017_win,forest,1710,1367.384923,0.22,2
S16050_2017_win,forest,1650,1367.522971,0.2053,3
S16050_2017_win,forest,1530,1368.442006,0.1297,4
S16050_2017_win,forest,1770,1369.332617,0.0831,5
S16050_2017_sum,forest,270,1409.30365,0.5784,1
S16050_2017_sum,forest,210,1410.570505,0.307,2
S16050_2017_sum,forest,330,1413.553135,0.0691,3
S16050_2017_sum,forest,150,1414.932668,0.0347,4
S16050_2017_sum,forest,390,1418.137999,0.007,5
S16050_2018_win,forest,690,827.3462429,0.2818,1
S16050_2018_win,forest,630,827.5825516,0.2504,2
S16050_2018_win,forest,750,828.0947313,0.1938,3
S16050_2018_win,forest,570,828.5221866,0.1565,4
S16050_2018_win,forest,810,830.5614691,0.0565,5
S16050_2018_sum,forest,750,1491.655569,0.3453,1
S16050_2018_sum,forest,2910,1493.150991,0.1635,2
S16050_2018_sum,forest,810,1493.291044,0.1524,3
S16050_2018_sum,forest,690,1493.990173,0.1075,4
S16050_2018_sum,forest,2970,1494.091466,0.1022,5
S16051_2016_sum,forest,1350,1494.522672,0.2047,1
S16051_2016_sum,forest,990,1495.315262,0.1377,2
S16051_2016_sum,forest,1290,1495.704456,0.1134,3
S16051_2016_sum,forest,1410,1495.747164,0.111,4
S16051_2016_sum,forest,1230,1496.731884,0.0678,5
S16053_2016_win,forest,2910,594.5809453,0.3057,1
S16053_2016_win,forest,2970,594.7310436,0.2836,2
S16053_2016_win,forest,3030,595.5825812,0.1853,3
S16053_2016_win,forest,2850,596.2310939,0.134,4
S16053_2016_win,forest,3090,598.100043,0.0526,5
S16053_2016_sum,forest,3870,1463.640275,0.1361,1
S16053_2016_sum,forest,630,1464.019944,0.1126,2
S16053_2016_sum,forest,2250,1464.105217,0.1079,3
S16053_2016_sum,forest,570,1464.21197,0.1023,4
S16053_2016_sum,forest,510,1464.285111,0.0986,5
S16054_2016_win,forest,1350,1392.045136,0.5956,1
S16054_2016_win,forest,1290,1393.393164,0.3036,2
S16054_2016_win,forest,1410,1396.043327,0.0807,3
S16054_2016_win,forest,1230,1398.955316,0.0188,4
S16054_2016_win,forest,1470,1404.433609,0.0012,5
S16054_2016_sum,forest,2370,1159.547719,0.5128,1
S16054_2016_sum,forest,2430,1160.515517,0.3161,2
S16054_2016_sum,forest,2490,1163.23844,0.081,3
S16054_2016_sum,forest,2310,1163.304116,0.0784,4
S16054_2016_sum,forest,2550,1167.639045,0.009,5
S16056_2016_win,forest,330,302.7727754,0.2656,1
S16056_2016_win,forest,270,302.8655856,0.2536,2
S16056_2016_win,forest,30,303.1378179,0.2213,3
S16056_2016_win,forest,210,305.269253,0.0762,4
S16056_2016_win,forest,390,305.456319,0.0694,5
S16056_2016_sum,forest,210,1488.547234,0.1256,1
S16056_2016_sum,forest,150,1488.549137,0.1255,2
S16056_2016_sum,forest,270,1488.727057,0.1148,3
S16056_2016_sum,forest,330,1489.545507,0.0763,4
S16056_2016_sum,forest,3570,1490.282592,0.0528,5
S16058_2016_sum,forest,1710,1446.548409,0.5399,1
S16058_2016_sum,forest,1650,1447.264113,0.3775,2
S16058_2016_sum,forest,690,1450.689027,0.0681,3
S16058_2016_sum,forest,630,1455.77758,0.0053,4
S16058_2016_sum,forest,1770,1455.992764,0.0048,5
S16059_2016_win,forest,1650,595.2436784,0.1974,1
S16059_2016_win,forest,1590,595.3414584,0.1879,2
S16059_2016_win,forest,1710,595.5018107,0.1735,3
S16059_2016_win,forest,1770,596.1573509,0.125,4
S16059_2016_win,forest,1530,596.3232425,0.115,5
S16059_2016_sum,forest,1950,1369.250729,0.3253,1
S16059_2016_sum,forest,2010,1369.364684,0.3073,2
S16059_2016_sum,forest,1890,1370.412888,0.182,3
S16059_2016_sum,forest,2070,1371.416864,0.1101,4
S16059_2016_sum,forest,1830,1372.842619,0.054,5
S16061_2016_win,forest,1650,664.7714963,0.2747,1
S16061_2016_win,forest,1770,665.4575059,0.1949,2
S16061_2016_win,forest,1710,666.0905489,0.1421,3
S16061_2016_win,forest,1590,666.2732778,0.1296,4
S16061_2016_win,forest,1830,667.9499015,0.0561,5
S16061_2016_sum,forest,2790,720.6244908,0.2107,1
S16061_2016_sum,forest,2730,720.7131473,0.2016,2
S16061_2016_sum,forest,2670,720.8201599,0.1911,3
S16061_2016_sum,forest,2850,720.9919698,0.1753,4
S16061_2016_sum,forest,2910,723.2809847,0.0558,5
S16061_2017_win,forest,390,1372.614675,0.4752,1
S16061_2017_win,forest,450,1373.697506,0.2765,2
S16061_2017_win,forest,330,1375.095242,0.1375,3
S16061_2017_win,forest,510,1376.283773,0.0759,4
S16061_2017_win,forest,570,1378.893368,0.0206,5
S16061_2017_sum,forest,270,1395.713605,0.4091,1
S16061_2017_sum,forest,330,1396.793568,0.2384,2
S16061_2017_sum,forest,210,1397.997844,0.1306,3
S16061_2017_sum,forest,390,1398.193761,0.1184,4
S16061_2017_sum,forest,450,1400.796984,0.0322,5
S16061_2018_win,forest,3270,1470.618337,0.291,1
S16061_2018_win,forest,3330,1471.077726,0.2313,2
S16061_2018_win,forest,3210,1471.490143,0.1882,3
S16061_2018_win,forest,3150,1473.214432,0.0795,4
S16061_2018_win,forest,3390,1473.596,0.0657,5
S16061_2018_sum,forest,510,1321.704026,0.1249,1
S16061_2018_sum,forest,450,1321.887682,0.114,2
S16061_2018_sum,forest,570,1322.527595,0.0828,3
S16061_2018_sum,forest,630,1322.680356,0.0767,4
S16061_2018_sum,forest,690,1323.055175,0.0636,5
S16064_2016_win,forest,630,523.19951,0.4188,1
S16064_2016_win,forest,570,524.787044,0.1894,2
S16064_2016_win,forest,690,524.9033543,0.1787,3
S16064_2016_win,forest,750,526.1888191,0.0939,4
S16064_2016_win,forest,810,528.0301294,0.0374,5
S16064_2016_sum,forest,3870,1442.648319,0.3795,1
S16064_2016_sum,forest,3810,1443.999165,0.1932,2
S16064_2016_sum,forest,3750,1444.600515,0.143,3
S16064_2016_sum,forest,3690,1445.696599,0.0827,4
S16064_2016_sum,forest,3630,1447.312345,0.0369,5
S16064_2017_win,forest,1170,1432.603857,0.4423,1
S16064_2017_win,forest,1110,1433.379451,0.3001,2
S16064_2017_win,forest,1230,1434.411866,0.1791,3
S16064_2017_win,forest,1050,1437.334501,0.0415,4
S16064_2017_win,forest,1290,1438.092251,0.0284,5
S16065_2016_win,forest,990,683.8305094,0.4981,1
S16065_2016_win,forest,1050,685.2251502,0.248,2
S16065_2016_win,forest,930,686.1532301,0.1559,3
S16065_2016_win,forest,90,688.791301,0.0417,4
S16065_2016_win,forest,30,690.0075871,0.0227,5
S16065_2016_sum,forest,30,1356.833132,1,1
S16065_2016_sum,forest,210,1386.794252,0,2
S16065_2016_sum,forest,90,1387.330056,0,3
S16065_2016_sum,forest,150,1390.457702,0,4
S16065_2016_sum,forest,270,1391.025622,0,5
S16066_2016_win,forest,90,1109.596989,0.4304,1
S16066_2016_win,forest,150,1111.137413,0.1992,2
S16066_2016_win,forest,30,1111.352604,0.1789,3
S16066_2016_win,forest,210,1112.91791,0.0818,4
S16066_2016_win,forest,270,1113.703891,0.0552,5
S16067_2016_win,forest,3450,1032.979825,0.4759,1
S16067_2016_win,forest,3390,1033.446991,0.3768,2
S16067_2016_win,forest,3510,1037.005756,0.0636,3
S16067_2016_win,forest,3330,1037.121882,0.06,4
S16067_2016_win,forest,3270,1039.932288,0.0147,5
S16067_2016_sum,forest,3810,824.2766352,0.9853,1
S16067_2016_sum,forest,3870,832.7610873,0.0142,2
S16067_2016_sum,forest,3750,839.3056307,5.00E-04,3
S16067_2016_sum,forest,3690,859.6851373,0,4
S16067_2016_sum,forest,3630,886.0422061,0,5
S16067_2017_win,forest,630,867.6696917,0.3294,1
S16067_2017_win,forest,690,867.9576076,0.2852,2
S16067_2017_win,forest,570,869.6945017,0.1197,3
S16067_2017_win,forest,750,870.1819137,0.0938,4
S16067_2017_win,forest,330,870.926092,0.0647,5
S16068_2016_win,forest,3450,838.6744427,0.2168,1
S16068_2016_win,forest,3510,838.9155681,0.1921,2
S16068_2016_win,forest,1530,839.8682995,0.1193,3
S16068_2016_win,forest,3570,840.163903,0.1029,4
S16068_2016_win,forest,1470,840.185273,0.1018,5
S16068_2016_sum,forest,2550,742.9413105,0.4616,1
S16068_2016_sum,forest,2610,744.2618641,0.2385,2
S16068_2016_sum,forest,2490,745.1047961,0.1565,3
S16068_2016_sum,forest,2670,746.7416059,0.069,4
S16068_2016_sum,forest,2730,749.9477239,0.0139,5
S16068_2017_win,forest,3870,673.3976393,0.9926,1
S16068_2017_win,forest,3810,683.2327145,0.0073,2
S16068_2017_win,forest,3750,691.8013151,1.00E-04,3
S16068_2017_win,forest,3690,697.808086,0,4
S16068_2017_win,forest,30,699.2938343,0,5
S16068_2017_sum,forest,2910,639.2013367,0.2495,1
S16068_2017_sum,forest,2970,639.5355964,0.2111,2
S16068_2017_sum,forest,2850,639.9111887,0.1749,3
S16068_2017_sum,forest,3030,640.7728083,0.1137,4
